Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
rhondacox,I'm quite pleased with the billing issues.,2025-03-25,319,7,0,0,Pleased,Tuesday,March,Spring,7,5.142857142857143,45.57142857142857,
rellis,Exceptional technical support experience.,2024-08-03,339,4,0,0,Happy,Saturday,August,Rainy,4,9.5,84.75,1.0
kerry33,Exceptional billing issues experience.,2024-09-12,337,4,0,0,Happy,Thursday,September,Rainy,4,8.75,84.25,1.0
smithleslie,I am extremely happy with the order tracking.,2025-01-01,365,8,1,0,Happy,Wednesday,January,Winter,8,4.75,45.625,1.0
boydjavier,Worst order tracking ever.,2024-02-16,373,4,0,0,Angry,Friday,February,Winter,4,5.75,93.25,-2.0
ashlee06,Very upsetting customer care experience.,2024-03-27,206,5,0,0,Sad,Wednesday,March,Spring,5,7.2,41.2,-1.0
ayalakaren,Terrible order tracking handling.,2023-10-11,302,4,0,0,Angry,Wednesday,October,Rainy,4,7.5,75.5,-2.0
annagriffith,The delivery experience met my expectations.,2023-08-30,65,6,1,0,Pleased,Wednesday,August,Rainy,6,6.5,10.833333333333334,
stephen73,Really angry with the pricing.,2024-09-04,216,5,0,0,Angry,Wednesday,September,Rainy,5,5.2,43.2,-2.0
tonigolden,Terrible response time handling.,2024-05-24,394,4,0,0,Angry,Friday,May,Summer,4,7.25,98.5,-2.0
lwilcox,Can't believe how bad the payment process was.,2024-09-28,404,8,0,1,Angry,Saturday,September,Rainy,8,4.875,50.5,-2.0
bullockjose,Regretful experience regarding response time.,2024-03-31,86,5,0,1,Sad,Sunday,March,Spring,5,8.2,17.2,-1.0
kandrews,Not what I expected from response time.,2024-10-30,157,7,0,0,Sad,Wednesday,October,Rainy,7,4.714285714285714,22.428571428571427,-1.0
marksmith,Absolutely furious about the product quality!,2025-02-25,480,6,0,0,Angry,Tuesday,February,Winter,6,6.666666666666667,80.0,-2.0
davidmiller,Pretty good website navigation experience.,2023-09-01,370,5,0,0,Pleased,Friday,September,Rainy,5,7.6,74.0,
brittanynelson,Nice job on the technical support!,2023-10-31,331,6,0,0,Pleased,Tuesday,October,Rainy,6,4.833333333333333,55.166666666666664,
sellersannette,Wonderful experience regarding app usability.,2024-02-25,485,5,1,0,Happy,Sunday,February,Winter,5,8.2,97.0,1.0
lburns,Very satisfied with the response time!,2024-03-10,267,6,0,0,Happy,Sunday,March,Spring,6,5.5,44.5,1.0
ujohnson,The billing issues met my expectations.,2025-01-05,334,6,0,0,Pleased,Sunday,January,Winter,6,5.666666666666667,55.666666666666664,
ijefferson,"The app usability was okay, nothing special.",2024-11-29,306,7,0,0,Neutral,Friday,November,Fall,7,5.428571428571429,43.714285714285715,0.0
frederickmills,"The customer service was okay, nothing special.",2024-05-08,108,7,0,0,Neutral,Wednesday,May,Summer,7,5.857142857142857,15.428571428571429,0.0
fmiller,Overall pleased with the product availability.,2025-04-21,255,6,0,1,Pleased,Monday,April,Spring,6,6.833333333333333,42.5,
christophersmith,The return policy was satisfactory.,2024-05-27,198,5,0,0,Neutral,Monday,May,Summer,5,6.2,39.6,0.0
richardswhitney,Not what I expected from product quality.,2024-09-17,102,7,1,0,Sad,Tuesday,September,Rainy,7,5.0,14.571428571428571,-1.0
dblake,I'm quite pleased with the pricing.,2025-01-29,152,6,0,0,Pleased,Wednesday,January,Winter,6,5.0,25.333333333333332,
vfriedman,A neutral feeling towards the product quality.,2023-08-12,338,7,0,0,Neutral,Saturday,August,Rainy,7,5.714285714285714,48.285714285714285,0.0
kleinmichael,Pretty good delivery experience experience.,2025-03-16,91,5,0,0,Pleased,Sunday,March,Spring,5,7.8,18.2,
porterzachary,"The support team was okay, nothing special.",2025-01-04,112,7,1,0,Neutral,Saturday,January,Winter,7,5.285714285714286,16.0,0.0
cunninghammarissa,A neutral feeling towards the billing issues.,2024-05-19,169,7,0,0,Neutral,Sunday,May,Summer,7,5.571428571428571,24.142857142857142,0.0
lori24,Wonderful experience regarding response time.,2024-10-12,348,5,0,0,Happy,Saturday,October,Rainy,5,8.2,69.6,1.0
brittanyduncan,"The billing issues was okay, nothing special.",2024-01-02,355,7,0,0,Neutral,Tuesday,January,Winter,7,5.571428571428571,50.714285714285715,0.0
tammy64,Not what I expected from delivery experience.,2024-11-25,462,7,0,0,Sad,Monday,November,Fall,7,5.571428571428571,66.0,-1.0
oclark,Very satisfied with the website navigation!,2023-05-04,288,6,0,0,Happy,Thursday,May,Summer,6,6.333333333333333,48.0,1.0
gregory73,Loved the order tracking!,2024-01-30,172,4,0,0,Happy,Tuesday,January,Winter,4,5.5,43.0,1.0
linda84,I feel sad about the pricing.,2023-12-03,106,6,0,0,Sad,Sunday,December,Winter,6,4.0,17.666666666666668,-1.0
tsmith,I'm quite pleased with the technical support.,2024-08-26,323,7,0,0,Pleased,Monday,August,Rainy,7,5.571428571428571,46.142857142857146,
ycortez,I'm quite pleased with the customer service.,2024-12-10,394,7,0,0,Pleased,Tuesday,December,Winter,7,5.428571428571429,56.285714285714285,
jamesrice,A neutral feeling towards the technical support.,2025-02-09,148,7,0,0,Neutral,Sunday,February,Winter,7,6.0,21.142857142857142,0.0
kelleyamanda,I'm disappointed with the return policy.,2024-08-22,441,6,0,0,Sad,Thursday,August,Rainy,6,5.833333333333333,73.5,-1.0
robertscameron,Very upsetting app usability experience.,2023-12-24,394,5,0,0,Sad,Sunday,December,Winter,5,7.2,78.8,-1.0
jennifermiller,Average experience with the response time.,2024-08-08,450,6,0,0,Neutral,Thursday,August,Rainy,6,6.166666666666667,75.0,0.0
uwilson,Regretful experience regarding payment process.,2024-06-12,291,5,0,1,Sad,Wednesday,June,Summer,5,8.6,58.2,-1.0
bradleyaustin,Exceptional order tracking experience.,2024-07-20,305,4,0,0,Happy,Saturday,July,Summer,4,8.75,76.25,1.0
rachelrobbins,I'm disappointed with the customer service.,2023-10-04,356,6,0,0,Sad,Wednesday,October,Rainy,6,6.333333333333333,59.333333333333336,-1.0
omueller,Neither good nor bad about order tracking.,2024-01-09,42,7,0,0,Neutral,Tuesday,January,Winter,7,5.142857142857143,6.0,0.0
emilyfrazier,I'm quite pleased with the response time.,2023-06-15,416,7,0,0,Pleased,Thursday,June,Summer,7,5.0,59.42857142857143,
rjensen,Exceptional customer care experience.,2024-08-31,157,4,0,0,Happy,Saturday,August,Rainy,4,8.5,39.25,1.0
carneywesley,Absolutely furious about the pricing!,2023-07-31,466,5,0,0,Angry,Monday,July,Summer,5,6.6,93.2,-2.0
jbaker,Absolutely furious about the billing issues!,2023-11-21,387,6,1,0,Angry,Tuesday,November,Fall,6,6.5,64.5,-2.0
andrew50,Absolutely furious about the response time!,2024-05-23,450,6,0,1,Angry,Thursday,May,Summer,6,6.333333333333333,75.0,-2.0
gonzalezjohn,Wonderful experience regarding pricing.,2024-10-22,261,4,0,0,Happy,Tuesday,October,Rainy,4,9.0,65.25,1.0
ibaker,Very satisfied with the return policy!,2024-10-07,393,6,0,0,Happy,Monday,October,Rainy,6,5.5,65.5,1.0
castillobrianna,Very satisfied with the app usability!,2024-07-22,274,6,1,0,Happy,Monday,July,Summer,6,5.5,45.666666666666664,1.0
rdavis,Wonderful experience regarding pricing.,2023-09-04,314,4,1,0,Happy,Monday,September,Rainy,4,9.0,78.5,1.0
michael09,Very upsetting support team experience.,2023-08-25,206,5,0,0,Sad,Friday,August,Rainy,5,7.0,41.2,-1.0
lyoung,I feel sad about the payment process.,2023-10-25,97,7,0,0,Sad,Wednesday,October,Rainy,7,4.428571428571429,13.857142857142858,-1.0
whiteedwin,Not what I expected from website navigation.,2024-06-25,485,7,1,1,Sad,Tuesday,June,Summer,7,5.428571428571429,69.28571428571429,-1.0
uhenderson,I am extremely happy with the customer service.,2024-09-16,125,8,0,0,Happy,Monday,September,Rainy,8,5.0,15.625,1.0
richardmack,I'm disappointed with the pricing.,2024-02-20,326,5,0,0,Sad,Tuesday,February,Winter,5,6.0,65.2,-1.0
powelldavid,I am extremely happy with the payment process.,2025-03-12,274,8,0,0,Happy,Wednesday,March,Spring,8,4.875,34.25,1.0
williamsjonathan,Average experience with the return policy.,2025-03-26,157,6,0,1,Neutral,Wednesday,March,Spring,6,6.166666666666667,26.166666666666668,0.0
amanda09,The delivery experience was satisfactory.,2024-08-25,309,5,0,0,Neutral,Sunday,August,Rainy,5,7.4,61.8,0.0
theresa27,A neutral feeling towards the payment process.,2025-03-08,490,7,0,0,Neutral,Saturday,March,Spring,7,5.714285714285714,70.0,0.0
autumn04,Absolutely furious about the technical support!,2024-01-13,264,6,0,1,Angry,Saturday,January,Winter,6,7.0,44.0,-2.0
cbarnett,Nice job on the app usability!,2024-12-15,322,6,0,0,Pleased,Sunday,December,Winter,6,4.166666666666667,53.666666666666664,
susan44,I'm disappointed with the return policy.,2023-07-15,289,6,0,0,Sad,Saturday,July,Summer,6,5.833333333333333,48.166666666666664,-1.0
melissaarellano,Neither good nor bad about support team.,2023-09-29,139,7,0,0,Neutral,Friday,September,Rainy,7,4.857142857142857,19.857142857142858,0.0
monroerobert,Nice job on the support team!,2024-02-13,1,6,0,0,Pleased,Tuesday,February,Winter,6,4.0,0.16666666666666666,
qlopez,Exceptional website navigation experience.,2024-07-31,386,4,0,0,Happy,Wednesday,July,Summer,4,9.75,96.5,1.0
whouston,Not what I expected from customer service.,2024-04-21,93,7,0,0,Sad,Sunday,April,Spring,7,5.142857142857143,13.285714285714286,-1.0
kevinroberts,A neutral feeling towards the pricing.,2024-09-02,129,6,0,0,Neutral,Monday,September,Rainy,6,5.5,21.5,0.0
nfrench,I'm quite pleased with the delivery experience.,2024-10-05,345,7,1,0,Pleased,Saturday,October,Rainy,7,5.857142857142857,49.285714285714285,
david97,A neutral feeling towards the response time.,2025-04-15,361,7,0,0,Neutral,Tuesday,April,Spring,7,5.428571428571429,51.57142857142857,0.0
leonardfuller,Very upsetting app usability experience.,2023-05-04,60,5,0,0,Sad,Thursday,May,Summer,5,7.2,12.0,-1.0
caitlynhoffman,The technical support met my expectations.,2024-11-15,124,6,0,1,Pleased,Friday,November,Fall,6,6.166666666666667,20.666666666666668,
qdennis,I feel sad about the delivery experience.,2024-12-12,250,7,1,0,Sad,Thursday,December,Winter,7,5.0,35.714285714285715,-1.0
mirandasims,Worst website navigation ever.,2023-10-24,209,4,0,0,Angry,Tuesday,October,Rainy,4,6.75,52.25,-2.0
james48,Regretful experience regarding customer service.,2023-08-15,199,5,0,0,Sad,Tuesday,August,Rainy,5,8.8,39.8,-1.0
lisadoyle,Average experience with the return policy.,2024-01-02,373,6,0,0,Neutral,Tuesday,January,Winter,6,6.166666666666667,62.166666666666664,0.0
preyes,Nice job on the product quality!,2025-03-21,237,6,0,0,Pleased,Friday,March,Spring,6,4.5,39.5,
mathewmiller,Very upsetting order tracking experience.,2024-10-06,150,5,0,0,Sad,Sunday,October,Rainy,5,7.4,30.0,-1.0
daniellemartinez,The product availability met my expectations.,2024-05-11,95,6,0,0,Pleased,Saturday,May,Summer,6,6.666666666666667,15.833333333333334,
josephbrown,Neither good nor bad about delivery experience.,2023-06-05,429,7,0,0,Neutral,Monday,June,Summer,7,5.857142857142857,61.285714285714285,0.0
allisonjohn,The website navigation was satisfactory.,2024-09-17,260,5,0,1,Neutral,Tuesday,September,Rainy,5,7.2,52.0,0.0
shanemurphy,I'm quite pleased with the response time.,2025-02-03,353,7,1,0,Pleased,Monday,February,Winter,7,5.0,50.42857142857143,
pperry,Worst website navigation ever.,2023-12-05,79,4,0,0,Angry,Tuesday,December,Winter,4,6.75,19.75,-2.0
vrobinson,I feel sad about the delivery experience.,2023-10-28,220,7,0,0,Sad,Saturday,October,Rainy,7,5.0,31.428571428571427,-1.0
jimenezscott,Pretty good payment process experience.,2023-11-01,492,5,0,0,Pleased,Wednesday,November,Fall,5,7.0,98.4,
sawyermartin,I feel sad about the delivery experience.,2023-05-19,362,7,0,0,Sad,Friday,May,Summer,7,5.0,51.714285714285715,-1.0
xali,I'm disappointed with the order tracking.,2023-06-01,63,6,0,0,Sad,Thursday,June,Summer,6,6.0,10.5,-1.0
andrea42,Exceptional delivery experience experience.,2024-11-28,69,4,0,0,Happy,Thursday,November,Fall,4,10.0,17.25,1.0
mary93,Nice job on the support team!,2023-08-09,144,6,0,0,Pleased,Wednesday,August,Rainy,6,4.0,24.0,
jamestonya,Loved the delivery experience!,2023-06-14,432,4,0,0,Happy,Wednesday,June,Summer,4,6.75,108.0,1.0
uweaver,I'm disappointed with the response time.,2024-01-28,214,6,0,0,Sad,Sunday,January,Winter,6,5.833333333333333,35.666666666666664,-1.0
jonathan66,Nice job on the support team!,2024-09-23,157,6,0,0,Pleased,Monday,September,Rainy,6,4.0,26.166666666666668,
greenetanya,Not what I expected from support team.,2023-08-28,277,7,1,0,Sad,Monday,August,Rainy,7,4.571428571428571,39.57142857142857,-1.0
kellerheather,A neutral feeling towards the delivery experience.,2024-03-21,446,7,1,0,Neutral,Thursday,March,Spring,7,6.285714285714286,63.714285714285715,0.0
carlmartin,Neither good nor bad about website navigation.,2023-06-08,15,7,0,0,Neutral,Thursday,June,Summer,7,5.714285714285714,2.142857142857143,0.0
benitezjennifer,I'm disappointed with the technical support.,2023-10-02,393,6,0,0,Sad,Monday,October,Rainy,6,6.5,65.5,-1.0
qmartinez,"The customer service was okay, nothing special.",2024-10-02,245,7,0,0,Neutral,Wednesday,October,Rainy,7,5.857142857142857,35.0,0.0
travis44,Nice job on the app usability!,2025-04-01,362,6,0,0,Pleased,Tuesday,April,Spring,6,4.166666666666667,60.333333333333336,
marcus22,Neither good nor bad about technical support.,2025-03-21,326,7,0,0,Neutral,Friday,March,Spring,7,5.571428571428571,46.57142857142857,0.0
isosa,The pricing was satisfactory.,2025-04-10,231,4,0,0,Neutral,Thursday,April,Spring,4,6.5,57.75,0.0
davidperez,Exceptional customer service experience.,2024-10-25,123,4,0,0,Happy,Friday,October,Rainy,4,9.25,30.75,1.0
njones,Absolutely furious about the customer service!,2024-11-28,284,6,0,0,Angry,Thursday,November,Fall,6,6.833333333333333,47.333333333333336,-2.0
taylorjeff,Exceptional pricing experience.,2023-10-01,376,3,0,0,Happy,Sunday,October,Rainy,3,9.666666666666666,125.33333333333333,1.0
kelly60,Loved the pricing!,2024-02-12,395,3,0,0,Happy,Monday,February,Winter,3,5.333333333333333,131.66666666666666,1.0
ipage,Terrible product quality handling.,2023-12-31,458,4,0,0,Angry,Sunday,December,Winter,4,7.75,114.5,-2.0
utravis,Overall pleased with the pricing.,2024-04-29,34,5,1,0,Pleased,Monday,April,Spring,5,5.8,6.8,
shannon02,I'm quite pleased with the order tracking.,2024-10-25,65,7,0,0,Pleased,Friday,October,Rainy,7,5.142857142857143,9.285714285714286,
coxgary,Very satisfied with the delivery experience!,2024-06-25,420,6,0,0,Happy,Tuesday,June,Summer,6,6.5,70.0,1.0
edwardselaine,Really angry with the delivery experience.,2023-11-10,381,6,0,0,Angry,Friday,November,Fall,6,6.166666666666667,63.5,-2.0
sstephens,Very upsetting billing issues experience.,2023-08-26,213,5,0,0,Sad,Saturday,August,Rainy,5,7.4,42.6,-1.0
laura10,Overall pleased with the website navigation.,2023-06-18,186,6,0,0,Pleased,Sunday,June,Summer,6,6.5,31.0,
gabriellejoseph,Exceptional customer service experience.,2023-06-20,119,4,0,0,Happy,Tuesday,June,Summer,4,9.25,29.75,1.0
jeffrey90,The technical support met my expectations.,2023-04-30,391,6,0,0,Pleased,Sunday,April,Spring,6,6.166666666666667,65.16666666666667,
unelson,"The order tracking was okay, nothing special.",2024-07-16,128,7,0,0,Neutral,Tuesday,July,Summer,7,5.571428571428571,18.285714285714285,0.0
mgomez,Regretful experience regarding technical support.,2024-01-01,252,5,0,0,Sad,Monday,January,Winter,5,9.0,50.4,-1.0
anthony29,Wonderful experience regarding product availability.,2024-11-02,176,5,1,0,Happy,Saturday,November,Fall,5,9.6,35.2,1.0
tracymcgrath,I feel sad about the customer care.,2025-01-24,92,7,0,0,Sad,Friday,January,Winter,7,4.142857142857143,13.142857142857142,-1.0
alexandradavis,Loved the product availability!,2023-11-29,117,4,0,0,Happy,Wednesday,November,Fall,4,7.0,29.25,1.0
vancemary,I am extremely happy with the website navigation.,2024-09-02,331,8,0,0,Happy,Monday,September,Rainy,8,5.25,41.375,1.0
bairdchristina,Very upsetting product availability experience.,2023-06-20,371,5,0,0,Sad,Tuesday,June,Summer,5,8.6,74.2,-1.0
joshuajones,A neutral feeling towards the response time.,2023-09-08,123,7,0,0,Neutral,Friday,September,Rainy,7,5.428571428571429,17.571428571428573,0.0
wendyharrison,Loved the customer service!,2024-03-07,248,4,1,0,Happy,Thursday,March,Spring,4,6.0,62.0,1.0
justin63,Neither good nor bad about response time.,2024-12-21,68,7,1,0,Neutral,Saturday,December,Winter,7,5.0,9.714285714285714,0.0
kelseyjordan,Overall pleased with the product availability.,2023-12-16,414,6,0,0,Pleased,Saturday,December,Winter,6,6.833333333333333,69.0,
ukelley,Worst pricing ever.,2023-05-02,38,3,0,0,Angry,Tuesday,May,Summer,3,5.666666666666667,12.666666666666666,-2.0
cynthiarodriguez,Very satisfied with the delivery experience!,2023-08-09,293,6,0,0,Happy,Wednesday,August,Rainy,6,6.5,48.833333333333336,1.0
edwinrobles,Absolutely furious about the customer care!,2024-07-18,159,6,0,0,Angry,Thursday,July,Summer,6,6.333333333333333,26.5,-2.0
lmeyer,Average experience with the return policy.,2024-03-20,382,6,0,0,Neutral,Wednesday,March,Spring,6,6.166666666666667,63.666666666666664,0.0
alexandrabowers,Nice job on the product quality!,2024-09-19,89,6,1,0,Pleased,Thursday,September,Rainy,6,4.5,14.833333333333334,
anthony76,"The support team was okay, nothing special.",2025-04-13,283,7,0,0,Neutral,Sunday,April,Spring,7,5.285714285714286,40.42857142857143,0.0
terrijohnson,Wonderful experience regarding payment process.,2023-12-30,89,5,0,0,Happy,Saturday,December,Winter,5,8.6,17.8,1.0
baxterjacqueline,I'm quite pleased with the support team.,2023-06-15,419,7,0,0,Pleased,Thursday,June,Summer,7,4.857142857142857,59.857142857142854,
bburns,Wonderful experience regarding website navigation.,2023-09-30,256,5,1,0,Happy,Saturday,September,Rainy,5,9.2,51.2,1.0
qphillips,Average experience with the billing issues.,2023-08-03,399,6,0,0,Neutral,Thursday,August,Rainy,6,6.333333333333333,66.5,0.0
campbelljames,Neither good nor bad about response time.,2024-01-06,302,7,0,0,Neutral,Saturday,January,Winter,7,5.0,43.142857142857146,0.0
bdawson,Pretty good website navigation experience.,2024-10-15,285,5,0,0,Pleased,Tuesday,October,Rainy,5,7.6,57.0,
tthomas,I feel sad about the website navigation.,2025-01-07,347,7,0,0,Sad,Tuesday,January,Winter,7,4.857142857142857,49.57142857142857,-1.0
jnelson,Not what I expected from app usability.,2024-12-17,309,7,0,0,Sad,Tuesday,December,Winter,7,4.714285714285714,44.142857142857146,-1.0
randy10,Terrible billing issues handling.,2024-09-10,220,4,0,0,Angry,Tuesday,September,Rainy,4,7.5,55.0,-2.0
jimmy42,Nice job on the return policy!,2024-01-20,163,6,1,0,Pleased,Saturday,January,Winter,6,4.166666666666667,27.166666666666668,
amy71,The website navigation was satisfactory.,2024-12-10,385,5,0,0,Neutral,Tuesday,December,Winter,5,7.2,77.0,0.0
brooksalexander,Exceptional response time experience.,2024-10-23,380,4,0,0,Happy,Wednesday,October,Rainy,4,8.5,95.0,1.0
cindy13,I'm disappointed with the support team.,2025-03-10,173,6,0,0,Sad,Monday,March,Spring,6,5.666666666666667,28.833333333333332,-1.0
patrick67,Overall pleased with the support team.,2023-09-18,144,6,0,0,Pleased,Monday,September,Rainy,6,5.5,24.0,
