Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment
ashleygardner,"The product quality was okay, nothing special.",2024-01-05,322,7,0,0,Neutral
claudiahess,I'm quite pleased with the technical support.,2024-07-03,358,7,0,1,Pleased
cromero,Very upsetting website navigation experience.,2025-03-28,438,5,0,0,Sad
zjohnston,"The product availability was okay, nothing special.",2025-01-09,188,7,0,0,Neutral
yaguilar,Wonderful experience regarding support team.,2025-01-24,239,5,0,0,Happy
christophercalderon,Really angry with the delivery experience.,2023-05-12,389,6,0,0,Angry
kcook,Not what I expected from delivery experience.,2023-12-21,120,7,0,0,Sad
alanhunter,Overall pleased with the payment process.,2023-07-10,483,6,0,0,Pleased
hectorliu,Nice job on the response time!,2024-07-19,312,6,0,0,Pleased
jdennis,Average experience with the support team.,2024-08-03,407,6,0,0,Neutral
john32,Absolutely furious about the delivery experience!,2024-09-13,485,6,0,0,Angry
johnny43,"The product availability was okay, nothing special.",2023-04-30,228,7,1,1,Neutral
reedjoseph,Average experience with the support team.,2024-05-25,310,6,1,0,Neutral
bbaker,I'm quite pleased with the billing issues.,2025-03-06,353,7,0,0,Pleased
hgray,Pretty good support team experience.,2023-07-27,229,5,0,0,Pleased
deanna92,Overall pleased with the payment process.,2023-04-30,247,6,0,0,Pleased
inorris,Very satisfied with the support team!,2023-05-11,195,6,0,0,Happy
kimberlyhill,Terrible app usability handling.,2024-10-11,52,4,0,0,Angry
vcarter,Worst customer service ever.,2024-05-27,259,4,0,0,Angry
rjones,"The customer care was okay, nothing special.",2025-02-07,341,7,1,0,Neutral
lawrencecody,Really angry with the website navigation.,2025-02-14,471,6,0,0,Angry
hcarson,Terrible product quality handling.,2023-09-23,91,4,0,0,Angry
yburke,Very satisfied with the support team!,2023-12-25,436,6,1,0,Happy
dmartinez,I am extremely happy with the product quality.,2023-06-06,88,8,0,0,Happy
paul84,Pretty good payment process experience.,2024-12-14,91,5,0,0,Pleased
conniefrench,Exceptional return policy experience.,2025-01-04,49,4,0,0,Happy
ecook,I'm quite pleased with the billing issues.,2025-02-04,34,7,0,0,Pleased
charlesthompson,Very satisfied with the billing issues!,2024-07-31,455,6,0,0,Happy
spencermorgan,Regretful experience regarding payment process.,2025-01-08,42,5,0,1,Sad
glasspamela,Really angry with the product availability.,2024-04-04,365,6,0,0,Angry
melinda82,The pricing met my expectations.,2024-10-24,351,5,0,0,Pleased
wwebb,Overall pleased with the product availability.,2025-01-05,120,6,0,0,Pleased
tiffanytran,Really angry with the product availability.,2024-04-19,402,6,0,0,Angry
dlindsey,Pretty good return policy experience.,2023-08-16,159,5,0,0,Pleased
maynardmatthew,I am extremely happy with the app usability.,2023-05-15,400,8,0,0,Happy
stephaniebarnett,I'm quite pleased with the billing issues.,2023-08-05,335,7,1,0,Pleased
jesse31,Very satisfied with the technical support!,2024-12-20,158,6,0,0,Happy
millerjoshua,Overall pleased with the customer service.,2024-12-13,406,6,1,0,Pleased
coxrebecca,A neutral feeling towards the delivery experience.,2024-05-05,317,7,0,0,Neutral
diana75,Absolutely furious about the billing issues!,2023-10-29,449,6,0,0,Angry
marylang,Loved the billing issues!,2023-08-14,258,4,0,0,Happy
jamesjohnson,Absolutely furious about the return policy!,2024-06-15,379,6,0,0,Angry
monique41,Very upsetting response time experience.,2024-08-28,343,5,0,0,Sad
ostevens,Exceptional payment process experience.,2025-01-08,213,4,1,0,Happy
brittany44,Neither good nor bad about support team.,2024-05-23,384,7,0,0,Neutral
andrewreyes,I'm disappointed with the billing issues.,2023-07-27,83,6,0,0,Sad
brookeharris,I'm disappointed with the response time.,2024-10-23,344,6,0,0,Sad
sanfordamanda,Very satisfied with the product availability!,2024-09-19,295,6,0,1,Happy
jboyd,The product availability met my expectations.,2023-12-19,168,6,0,0,Pleased
johnsondavid,I am extremely happy with the product quality.,2024-05-15,3,8,0,0,Happy
zharris,Very satisfied with the support team!,2023-09-30,92,6,0,0,Happy
vernonrodriguez,"The customer care was okay, nothing special.",2024-04-02,228,7,0,0,Neutral
santosmichael,Overall pleased with the payment process.,2024-05-07,422,6,0,0,Pleased
joneskenneth,The response time met my expectations.,2024-01-21,270,6,0,0,Pleased
aeaton,Neither good nor bad about response time.,2025-04-12,70,7,0,0,Neutral
carla57,Nice job on the pricing!,2024-03-04,170,5,1,0,Pleased
taylorjoanne,I'm disappointed with the website navigation.,2023-10-01,330,6,0,0,Sad
sherry21,I'm disappointed with the customer service.,2023-07-21,369,6,0,0,Sad
humphreylaura,Overall pleased with the customer care.,2024-11-30,173,6,0,0,Pleased
carolineromero,I feel sad about the product quality.,2024-08-01,216,7,0,0,Sad
william57,Can't believe how bad the app usability was.,2024-11-11,263,8,0,0,Angry
gregory86,I feel sad about the support team.,2025-04-07,355,7,0,0,Sad
andersonjulie,The technical support met my expectations.,2024-01-01,183,6,0,0,Pleased
wschmidt,Overall pleased with the delivery experience.,2024-11-01,65,6,0,0,Pleased
tcaldwell,The return policy met my expectations.,2023-07-01,53,6,0,0,Pleased
johnford,Average experience with the website navigation.,2024-03-04,272,6,0,0,Neutral
ronald61,Terrible billing issues handling.,2024-10-22,164,4,0,0,Angry
uwatson,Neither good nor bad about technical support.,2023-07-11,321,7,0,0,Neutral
samantha67,I am extremely happy with the product availability.,2024-03-06,347,8,0,1,Happy
joannperez,The website navigation was satisfactory.,2024-07-30,222,5,0,0,Neutral
hmiller,Wonderful experience regarding billing issues.,2023-08-28,144,5,0,0,Happy
kathy72,I feel sad about the response time.,2025-03-07,412,7,0,0,Sad
jeffrey79,Loved the response time!,2023-06-12,317,4,0,0,Happy
albertcox,Really angry with the order tracking.,2025-03-24,372,6,0,0,Angry
cynthia13,Pretty good product availability experience.,2023-05-06,464,5,0,0,Pleased
amyward,The customer care met my expectations.,2025-04-05,83,6,0,0,Pleased
rebecca80,Pretty good support team experience.,2025-02-10,314,5,0,0,Pleased
reesemelissa,Wonderful experience regarding app usability.,2024-10-05,358,5,0,0,Happy
brendataylor,Neither good nor bad about customer care.,2023-06-02,484,7,1,1,Neutral
garrettjames,Regretful experience regarding technical support.,2024-04-11,365,5,0,0,Sad
christopherharvey,Very upsetting app usability experience.,2024-12-11,221,5,0,1,Sad
brandongamble,Absolutely furious about the response time!,2024-08-23,137,6,0,0,Angry
bradleybenson,A neutral feeling towards the response time.,2024-10-21,329,7,0,0,Neutral
angelarogers,Overall pleased with the customer care.,2023-11-21,170,6,0,0,Pleased
rachel42,Absolutely furious about the payment process!,2024-07-26,6,6,0,1,Angry
joseph88,Regretful experience regarding website navigation.,2023-06-30,100,5,0,1,Sad
justinjohnson,Worst payment process ever.,2024-08-15,270,4,0,1,Angry
kimberlymurphy,Can't believe how bad the payment process was.,2024-08-07,90,8,0,0,Angry
tracybaker,Nice job on the website navigation!,2024-01-13,150,6,0,0,Pleased
johnadkins,The technical support was satisfactory.,2023-09-12,61,5,0,0,Neutral
wyoung,Pretty good return policy experience.,2024-09-10,277,5,0,0,Pleased
olandry,The delivery experience was satisfactory.,2024-09-03,374,5,0,0,Neutral
tharrison,I'm disappointed with the product quality.,2023-10-03,130,6,0,0,Sad
rileychelsey,Average experience with the response time.,2024-10-02,27,6,0,0,Neutral
rodriguezricky,Very upsetting billing issues experience.,2023-08-16,107,5,0,0,Sad
john88,Exceptional customer care experience.,2024-10-14,424,4,0,0,Happy
vpotts,Neither good nor bad about pricing.,2025-01-18,268,6,0,0,Neutral
alexandra64,Average experience with the return policy.,2023-07-27,77,6,1,0,Neutral
briangonzales,Loved the app usability!,2023-10-20,83,4,0,0,Happy
lorijohnson,Loved the product availability!,2025-03-06,240,4,1,0,Happy
reedamanda,Wonderful experience regarding technical support.,2025-02-19,275,5,0,0,Happy
turnerlynn,Pretty good delivery experience experience.,2024-11-15,449,5,0,0,Pleased
rpeterson,Worst support team ever.,2024-05-13,9,4,0,0,Angry
jeremy15,Nice job on the customer service!,2024-05-23,485,6,0,0,Pleased
xjohnson,I'm disappointed with the billing issues.,2024-06-22,350,6,0,0,Sad
robertallen,Terrible technical support handling.,2024-01-07,280,4,0,0,Angry
millermariah,I'm quite pleased with the customer service.,2024-10-11,42,7,0,0,Pleased
mikayla11,A neutral feeling towards the response time.,2024-04-15,31,7,0,0,Neutral
millerjamie,Wonderful experience regarding app usability.,2024-06-27,451,5,0,0,Happy
ereid,Exceptional order tracking experience.,2024-12-12,254,4,0,0,Happy
wchoi,I'm quite pleased with the customer service.,2024-01-12,442,7,0,0,Pleased
annettegreen,Exceptional response time experience.,2023-12-26,236,4,0,0,Happy
daviladavid,Really angry with the support team.,2024-05-10,212,6,0,1,Angry
joshua49,Worst order tracking ever.,2024-01-23,221,4,0,0,Angry
omartin,Worst response time ever.,2023-05-23,345,4,0,0,Angry
james72,Worst website navigation ever.,2024-04-30,36,4,0,0,Angry
denniswilliams,Pretty good website navigation experience.,2024-08-24,479,5,0,0,Pleased
epittman,Terrible order tracking handling.,2024-09-22,326,4,1,0,Angry
kevin58,Exceptional return policy experience.,2024-08-25,188,4,0,0,Happy
cabreracolin,Not what I expected from delivery experience.,2023-10-09,305,7,0,0,Sad
andersoncaroline,I feel sad about the delivery experience.,2025-03-02,270,7,0,0,Sad
maysanna,Average experience with the product availability.,2023-10-26,424,6,0,0,Neutral
davidruiz,Really angry with the support team.,2023-10-02,318,6,1,0,Angry
wilsoncarlos,Wonderful experience regarding billing issues.,2024-06-05,262,5,0,0,Happy
leslie62,Neither good nor bad about payment process.,2024-01-26,390,7,1,0,Neutral
xewing,I feel sad about the customer care.,2025-03-26,285,7,0,0,Sad
rachel38,I feel sad about the pricing.,2023-12-10,222,6,0,0,Sad
harrisonrichard,Very satisfied with the product availability!,2023-06-03,13,6,0,0,Happy
gkelley,Can't believe how bad the delivery experience was.,2023-06-06,269,8,0,0,Angry
brandon23,I feel sad about the payment process.,2024-04-13,329,7,0,0,Sad
wthomas,Loved the customer service!,2024-01-14,11,4,0,0,Happy
fcarr,Pretty good app usability experience.,2024-07-29,425,5,1,0,Pleased
petersontracey,Very satisfied with the product availability!,2023-12-15,81,6,0,0,Happy
morriskenneth,"The website navigation was okay, nothing special.",2024-04-05,333,7,0,1,Neutral
jonestaylor,Worst pricing ever.,2023-09-07,97,3,1,0,Angry
duncantimothy,I'm quite pleased with the response time.,2024-07-15,299,7,0,0,Pleased
ujohns,I'm disappointed with the website navigation.,2023-07-18,486,6,0,0,Sad
lindseycox,I am extremely happy with the delivery experience.,2025-03-16,439,8,0,0,Happy
michaelmontes,Regretful experience regarding product availability.,2023-08-15,211,5,0,0,Sad
mariabaker,A neutral feeling towards the delivery experience.,2023-09-09,439,7,0,1,Neutral
randy28,Absolutely furious about the app usability!,2023-06-12,197,6,0,0,Angry
lhunt,Exceptional payment process experience.,2024-05-04,155,4,0,0,Happy
gwilson,Absolutely furious about the response time!,2025-03-29,325,6,0,0,Angry
stacy25,I'm disappointed with the order tracking.,2024-04-23,205,6,0,0,Sad
jasonchapman,I am extremely happy with the customer service.,2024-11-09,166,8,0,0,Happy
arnoldcharles,A neutral feeling towards the technical support.,2025-03-30,319,7,0,0,Neutral
daustin,Not what I expected from support team.,2023-05-19,302,7,0,0,Sad
ericdavis,Wonderful experience regarding website navigation.,2024-01-27,308,5,1,0,Happy
kelly39,A neutral feeling towards the pricing.,2024-11-13,482,6,0,0,Neutral
mccarthyrobin,Nice job on the product availability!,2023-06-28,21,6,0,0,Pleased
garypruitt,Nice job on the app usability!,2024-04-16,315,6,0,0,Pleased
mcknightamanda,Exceptional pricing experience.,2025-03-10,322,3,1,0,Happy
gregorylewis,Overall pleased with the support team.,2023-07-08,73,6,0,0,Pleased
ileonard,Really angry with the return policy.,2024-01-19,231,6,0,0,Angry
jenniferyoung,Regretful experience regarding payment process.,2023-05-25,159,5,0,0,Sad
carmenlozano,I am extremely happy with the website navigation.,2023-11-01,165,8,0,0,Happy
krose,Wonderful experience regarding return policy.,2024-10-18,22,5,0,0,Happy
crystalwilson,The billing issues was satisfactory.,2024-03-08,315,5,0,0,Neutral
carrollanthony,I'm quite pleased with the billing issues.,2025-03-17,388,7,0,0,Pleased
mccarthyjacob,Can't believe how bad the app usability was.,2025-01-22,12,8,0,0,Angry
bobby56,I'm disappointed with the pricing.,2024-08-08,209,5,0,0,Sad
adriana05,The customer care was satisfactory.,2024-09-11,126,5,0,0,Neutral
lucastara,Average experience with the pricing.,2025-03-22,405,5,0,0,Neutral
michaelromero,Average experience with the customer service.,2024-01-07,60,6,0,0,Neutral
samantharussell,Pretty good pricing experience.,2025-03-10,459,4,0,0,Pleased
grant33,A neutral feeling towards the website navigation.,2025-04-21,330,7,0,0,Neutral
timothy42,I'm quite pleased with the payment process.,2025-04-23,268,7,1,0,Pleased
thomas40,Worst return policy ever.,2024-04-26,387,4,0,0,Angry
ruth32,I'm disappointed with the product quality.,2025-02-22,366,6,0,0,Sad
martinezkristin,A neutral feeling towards the technical support.,2023-05-31,215,7,0,1,Neutral
mwilliams,Wonderful experience regarding product quality.,2025-03-30,363,5,0,0,Happy
omiller,I am extremely happy with the billing issues.,2024-07-24,86,8,0,0,Happy
john35,I'm quite pleased with the product quality.,2024-03-30,330,7,0,0,Pleased
princeamanda,I'm quite pleased with the support team.,2024-09-19,277,7,0,0,Pleased
hallthomas,Nice job on the return policy!,2023-07-11,35,6,0,0,Pleased
